name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG,birth
Brandon Snyder,122,200,27,48,14,1,9,29,7,67,0,1,1.655,2.499,4.154,6,2010,2018,0.2323333333333333,1992
Brandon Watson,40,86,10,17,2,1,1,7,6,12,2,4,0.773,0.837,1.61,3,2005,2007,0.2106666666666666,1984
Brandon Wood,272,700,65,130,18,0,18,64,32,218,5,0,1.087,1.441,2.528,5,2007,2011,0.1818,1987
Brandy Davis,67,134,19,25,3,1,0,3,11,31,9,4,0.469,0.4669999999999999,0.936,2,1952,1953,0.192,1930
Brant Alyea,371,866,100,214,33,2,38,148,100,210,5,7,1.818,2.622,4.44,6,1965,1972,0.2325,1946
Brant Brown,424,1056,142,261,52,11,45,146,74,316,15,14,1.483,2.204,3.687,5,1996,2000,0.2468,1976
Braulio Castillo,56,128,15,24,6,1,2,9,5,30,2,1,0.427,0.5730000000000001,1,2,1991,1992,0.185,1969
Brayan Peña,638,1807,136,468,93,2,23,164,105,214,6,7,3.375,4.022,7.397,12,2005,2016,0.2443333333333333,1988
Brayan Rocchio,166,464,59,99,24,0,8,44,48,117,10,6,0.577,0.637,1.214,2,2023,2024,0.2264999999999999,2001
Brendan Donovan,374,1305,177,366,65,5,30,152,140,204,12,9,1.101,1.218,2.319,3,2022,2024,0.2809999999999999,2001
Brendan Harris,529,1694,208,434,99,7,33,167,132,343,5,5,2.406,3.164,5.57,8,2004,2013,0.239375,1986
Brendan Rodgers,452,1690,218,449,92,8,45,197,111,391,1,0,1.647,2.066,3.713,6,2019,2024,0.2323333333333333,1999
Brendan Ryan,896,2591,304,604,116,18,19,203,198,490,67,25,2.681,2.878,5.559,10,2007,2016,0.216,1989
Brennan Boesch,481,1577,192,394,79,7,48,195,109,344,22,7,1.643,2.27,3.913,6,2010,2015,0.2311666666666666,1990
Brent Abernathy,232,868,97,212,36,5,8,80,60,93,21,7,1.018,1.051,2.069,4,2001,2005,0.2025,1981
Brent Bowers,21,39,6,12,2,0,0,3,0,7,0,0,0.308,0.359,0.667,1,1996,1996,0.308,1974
Brent Brede,169,422,50,106,20,5,5,40,46,86,8,2,0.991,1.114,2.105,3,1996,1998,0.2666666666666666,1975
Brent Butler,203,553,85,137,28,6,11,60,24,60,4,7,0.85,1.0579999999999998,1.908,3,2001,2003,0.238,1980
Brent Clevlen,59,77,17,18,2,2,3,7,5,31,0,0,0.963,1.449,2.412,4,2006,2010,0.21,1986
Brent Cookson,25,40,2,6,1,0,0,5,2,8,1,0,0.389,0.371,0.76,2,1995,1999,0.1714999999999999,1975
Brent Gates,685,2329,268,616,119,11,25,279,225,349,18,13,2.268,2.493,4.761,7,1993,1999,0.2617142857142857,1974
Brent Lillibridge,358,708,102,145,25,4,19,71,49,235,37,14,1.482,1.81,3.292,6,2008,2013,0.1923333333333333,1988
Brent Mayne,1279,3614,359,951,178,8,38,403,370,580,18,27,4.981,5.056,10.037,15,1990,2004,0.2588666666666667,1975
Brent Morel,220,662,72,150,26,1,13,59,40,132,12,6,1.622,1.836,3.458,6,2010,2015,0.2196666666666666,1990
Brent Rooker,363,1249,173,322,59,3,79,204,126,435,15,3,1.588,2.182,3.77,5,2020,2024,0.2362,2000
Brenton Doyle,275,941,130,222,40,9,33,120,68,304,52,10,0.567,0.789,1.356,2,2023,2024,0.2315,2001
Bret Barberie,479,1434,163,388,73,6,16,133,164,268,16,13,2.016,2.036,4.052,6,1991,1996,0.2396666666666666,1971
Bret Boone,1780,6683,927,1775,366,28,252,1021,552,1295,94,53,4.436,6.01,10.446,14,1992,2005,0.2594285714285714,1976
Brett Baty,169,544,60,117,15,0,15,55,47,159,2,0,0.825,0.992,1.817,3,2022,2024,0.2083333333333333,2001
Brett Butler,2213,8180,1359,2375,277,131,54,578,1129,907,558,257,6.284,6.198,12.482,17,1981,1997,0.2853529411764706,1967
Brett Carroll,180,288,48,58,13,3,5,28,21,84,2,1,0.959,1.092,2.051,6,2007,2012,0.1123333333333333,1987
Brett Eibner,87,220,24,42,10,1,8,28,21,67,0,2,0.516,0.717,1.233,2,2016,2017,0.1875,1994
Brett Gardner,1688,5737,943,1470,251,73,139,578,699,1245,274,64,4.816,5.465,10.281,14,2008,2021,0.2572857142857143,1992
Brett Harris,36,103,15,15,3,0,3,12,17,25,0,3,0.276,0.262,0.538,1,2024,2024,0.146,2002
Brett Hayes,189,434,46,89,26,1,13,37,25,140,1,0,1.776,2.956,4.732,7,2009,2015,0.2118571428571428,1990
Brett Jackson,51,124,14,21,6,1,4,9,23,60,0,3,0.503,0.342,0.845,2,2012,2014,0.0875,1991
Brett Lawrie,588,2217,266,578,112,13,71,253,153,487,41,19,1.922,2.623,4.545,6,2011,2016,0.2625,1991
Brett Nicholas,37,103,12,26,9,0,4,15,6,22,0,0,0.618,0.947,1.565,2,2016,2017,0.2565,1994
Brett Phillips,395,854,122,160,25,9,31,99,95,376,39,6,1.94,2.417,4.357,7,2017,2023,0.1888571428571428,1998
Brett Pill,111,240,28,56,10,2,9,32,13,44,1,1,0.8580000000000001,1.288,2.146,3,2011,2013,0.2446666666666666,1990
Brett Sullivan,40,97,8,20,3,0,2,8,5,23,0,0,0.479,0.659,1.138,2,2023,2024,0.199,2001
Brett Wallace,494,1284,143,305,68,3,40,138,119,432,2,2,1.92,2.382,4.302,6,2010,2016,0.241,1991
Brett Wisely,142,372,35,81,18,1,6,39,22,105,4,4,0.509,0.612,1.121,2,2023,2024,0.2065,2001
Breyvic Valera,93,208,25,49,8,2,2,29,20,32,2,0,1.104,1.105,2.209,4,2017,2021,0.20525,1997
Brian Anderson,985,3026,395,740,165,12,88,353,302,821,27,22,3.616,4.494,8.11,13,2005,2024,0.2109230769230769,1992
Brian Asselstine,284,574,52,146,27,4,12,68,38,74,5,4,1.628,1.953,3.581,6,1976,1981,0.2223333333333333,1956
Brian Banks,273,495,65,122,19,3,13,64,62,129,8,3,2.295,3.25,5.545,6,1996,2003,0.3111666666666666,1977
Brian Barden,119,175,21,37,4,0,4,14,11,44,0,2,1.005,0.98,1.985,4,2007,2010,0.20125,1986
Brian Barton,83,153,23,41,9,2,2,13,19,39,3,2,0.354,0.392,0.746,2,2008,2009,0.134,1986
Brian Bixler,183,323,41,61,14,3,2,14,22,117,9,3,1.01,1.13,2.14,4,2008,2012,0.1955,1988
Brian Bocock,38,82,6,11,1,0,0,2,12,32,4,2,0.258,0.156,0.414,2,2008,2010,0.0715,1987
Brian Bogusevic,321,748,93,178,36,4,19,67,72,204,24,7,1.521,1.918,3.439,5,2010,2015,0.2402,1990
Brian Buchanan,346,767,105,198,37,3,32,103,73,210,9,7,1.589,2.031,3.62,5,2000,2004,0.2455999999999999,1980
Brian Buscher,164,436,51,116,13,1,8,69,53,93,1,2,1.023,1.035,2.058,3,2007,2009,0.2576666666666666,1986
Brian Dallimore,27,50,9,13,3,0,1,7,4,7,0,1,0.49,0.681,1.171,2,2004,2005,0.211,1982
Brian Daubach,661,2025,271,525,139,10,93,333,236,541,5,3,2.669,3.371,6.04,8,1998,2005,0.231,1979
Brian Dayett,218,426,45,110,26,2,14,68,37,71,0,1,1.476,1.983,3.459,5,1983,1987,0.2455999999999999,1963
Brian Dinkelman,23,73,5,22,1,0,0,4,4,14,2,0,0.346,0.315,0.661,1,2011,2011,0.301,1989
Brian Dorsett,163,411,38,92,15,0,9,51,32,73,0,0,1.96,2.2880000000000003,4.248,8,1987,1996,0.196875,1969
Brian Downing,2344,7853,1188,2099,360,28,275,1073,1197,1127,50,44,7.309,8.25,15.559,20,1973,1992,0.26305,1960
Brian Doyle,110,199,18,32,3,0,1,13,10,13,1,5,0.773,0.732,1.505,4,1978,1981,0.15375,1957
Brian Dozier,1144,4316,664,1055,231,21,192,561,488,973,105,36,2.767,3.604,6.371,9,2012,2020,0.2312222222222222,1994
Brian Giles,2134,7236,1195,2059,438,55,297,1128,1253,986,136,58,7.541,9.397,16.938,21,1981,2009,0.2729523809523809,1973
Brian Goodwin,429,1244,177,304,79,7,50,158,129,381,23,5,1.893,2.578,4.471,6,2016,2021,0.2456666666666666,1996
Brian Harper,1001,3151,339,931,186,7,63,428,133,188,8,17,4.146,5.342,9.488,16,1979,1995,0.23625,1965
Brian Horwitz,21,36,5,8,0,0,2,4,5,10,0,0,0.31,0.389,0.699,1,2008,2008,0.222,1986
Brian Johnson,471,1415,132,351,60,6,49,196,80,268,1,3,2.238,3.039,5.277,8,1994,2001,0.244625,1975
Brian Jordan,1456,5160,755,1454,267,37,184,821,353,842,119,48,4.855,6.424,11.279,15,1992,2006,0.2704,1977
Brian Lesher,108,263,31,59,10,2,9,38,19,65,5,1,1.741,2.661,4.402,5,1996,2002,0.3072,1977
Brian McCann,1755,6067,742,1590,294,5,282,1018,640,1054,25,9,5.025,6.655,11.68,15,2005,2019,0.2597333333333333,1990
Brian McRae,1354,5114,734,1336,264,58,103,532,488,824,196,86,3.296,3.946,7.242,10,1990,1999,0.2613,1972
Brian Myrow,52,51,3,8,2,0,1,4,8,17,0,0,0.818,0.736,1.554,3,2005,2008,0.1476666666666666,1984
Brian O'Grady,62,98,14,18,6,1,4,12,12,35,1,0,0.959,1.362,2.321,3,2019,2021,0.249,1998
Brian Roberts,1417,5531,850,1527,367,39,97,542,609,844,285,73,4.59,5.295,9.885,14,2001,2014,0.2613571428571428,1985
Brian Schneider,1048,3165,284,781,167,9,67,387,331,526,4,8,4.132,4.766,8.898,13,2000,2012,0.2453076923076923,1984
Brian Serven,101,273,25,51,9,1,6,20,18,76,0,0,0.634,0.728,1.362,3,2022,2024,0.164,2001
Brian Simmons,119,252,26,55,8,3,8,31,17,58,5,1,0.888,1.3610000000000002,2.249,3,1998,2001,0.2586666666666666,1977
Brian Turang,78,252,31,56,16,2,1,15,24,45,9,3,0.5820000000000001,0.6200000000000001,1.202,2,1993,1994,0.219,1971
Brian L. Hunter,1000,3347,500,882,146,28,25,241,243,581,260,61,3.128,3.444,6.572,10,1994,2003,0.263,1976
Brian R. Hunter,699,1555,187,364,90,7,67,259,141,335,4,9,2.595,3.627,6.222,9,1991,2000,0.2236666666666666,1973
Brice Turang,292,963,118,230,33,7,13,91,88,199,76,10,0.601,0.649,1.25,2,2023,2024,0.236,2001
Bricktop Wright,22,68,10,12,0,0,0,4,6,1,2,0,0.243,0.176,0.419,1,1943,1943,0.176,1921
Bris Lord,745,2767,380,707,119,49,13,236,175,22,74,0,2.357,2.66,5.017,8,1905,1913,0.247,1887
Brock Davis,242,543,48,141,12,5,1,43,57,73,7,10,1.485,1.119,2.604,6,1963,1972,0.1536666666666666,1945
Brock Holt,753,2367,316,621,127,17,25,234,233,508,41,15,3.206,3.362,6.568,10,2012,2021,0.2505,1994
Brock Stassi,51,78,6,13,2,1,2,7,12,22,0,0,0.278,0.295,0.573,1,2017,2017,0.167,1995
Broderick Perkins,516,1255,127,340,62,8,8,157,80,116,9,11,2.222,2.401,4.623,7,1978,1984,0.2705714285714286,1959
Brook Fordyce,623,1807,172,467,103,4,41,188,119,295,8,6,3.563,4.357,7.92,10,1995,2004,0.2763,1977
Brook Jacoby,1311,4520,535,1220,204,24,120,545,439,764,16,25,3.186,3.789,6.9750000000000005,11,1981,1992,0.2379090909090909,1964
Brooks Baldwin,33,114,9,24,6,0,2,8,6,31,4,0,0.25,0.316,0.566,1,2024,2024,0.211,2002
Brooks Conrad,293,460,57,92,24,3,19,73,43,166,7,1,1.423,2.032,3.455,6,2008,2014,0.178,1989
Brooks Kieschnick,190,236,22,55,9,1,9,34,24,63,1,0,1.39,1.786,3.176,5,1996,2004,0.2105999999999999,1978
Brooks Lee,50,172,9,38,6,1,3,27,11,27,3,0,0.265,0.32,0.585,1,2024,2024,0.221,2002
Brooks Robinson,2896,10654,1232,2848,482,68,268,1357,860,990,28,22,6.907,8.605,15.512,23,1955,1977,0.2503043478260869,1944
Brother Pace,23,65,12,15,4,1,1,8,4,2,0,0,0.275,0.369,0.644,1,1922,1922,0.231,1900
Bruce Aven,259,609,85,166,33,2,20,103,57,135,6,4,1.575,1.807,3.382,5,1997,2002,0.2402,1977
Bruce Benedict,982,2878,214,696,98,6,18,260,328,251,12,20,3.758,3.415,7.173,12,1978,1989,0.23075,1961
Bruce Bochte,1538,5233,643,1478,250,21,100,658,653,662,43,41,4.297,4.694,8.991,12,1974,1986,0.2804166666666667,1958
Bruce Bochy,358,802,75,192,37,2,26,93,67,177,1,2,2.67,3.3440000000000003,6.014,9,1978,1987,0.2325555555555555,1960
Bruce Boisclair,410,917,114,241,47,6,10,77,86,183,18,14,1.52,1.691,3.211,5,1974,1979,0.2476,1954
Bruce Caldwell,25,38,4,7,1,1,0,5,4,4,1,0,0.531,0.424,0.955,2,1928,1932,0.1565,1908
Bruce Campbell,1360,4762,759,1382,295,87,106,766,548,584,53,50,5.083,6.756,11.839,13,1930,1942,0.3201538461538461,1914
Bruce Christensen,29,63,4,17,1,0,0,3,6,5,0,1,0.333,0.286,0.619,1,1971,1971,0.27,1949
Bruce Connatser,35,109,13,28,6,1,0,8,6,11,1,0,0.6080000000000001,0.6639999999999999,1.272,2,1931,1932,0.2595,1909
Bruce Edwards,591,1675,191,429,67,20,39,241,190,179,9,6,3.201,3.135,6.336,10,1946,1956,0.2087,1929
Bruce Fields,58,113,14,31,7,1,1,11,5,18,1,2,0.926,1.404,2.33,3,1986,1989,0.2936666666666667,1965
Bruce Hocker,32,118,15,25,3,3,1,14,12,0,4,0,0.293,0.314,0.607,1,1920,1920,0.212,1898
Bruce Kimm,186,439,35,104,19,1,1,26,32,50,5,8,0.825,0.838,1.663,4,1976,1980,0.16925,1956
Bruce Konopka,45,105,9,25,4,1,0,10,5,9,0,0,0.632,0.601,1.233,3,1942,1946,0.1789999999999999,1922
Bruce Look,59,118,7,29,4,0,0,9,20,24,0,1,0.353,0.28,0.633,1,1968,1968,0.246,1946
Bruce Maxwell,127,366,34,88,22,1,5,42,41,100,0,0,0.873,1.044,1.917,3,2016,2018,0.2339999999999999,1995
Bruce Miller,196,553,43,136,14,4,1,51,30,49,1,2,1.03,0.954,1.984,4,1973,1976,0.205,1952
Bruce Ogrodowski,184,516,65,119,25,4,4,51,21,37,2,0,0.526,0.635,1.161,2,1936,1937,0.2305,1914
Bruce Petway,220,632,81,168,18,7,4,66,56,1,18,3,1.923,1.866,3.789,6,1920,1925,0.2508333333333333,1900
Bruce Robinson,38,101,5,23,3,1,0,10,4,12,0,0,0.507,0.477,0.984,3,1978,1980,0.139,1957
Bruce Sloan,59,104,7,28,4,1,1,9,13,8,0,0,0.35,0.356,0.706,1,1944,1944,0.269,1922
Bruno Betzel,450,1444,135,333,37,25,2,94,90,189,49,72.5,1.205,1.182,2.387,5,1914,1918,0.1844,1894
Bruno Block,211,566,42,131,18,10,1,69,39,17,5,0,1.3490000000000002,1.478,2.827,5,1907,1914,0.222,1888
Bryan Anderson,40,68,4,15,4,0,0,7,4,19,1,0,1.205,1.188,2.393,5,2010,2015,0.1974,1990
Bryan De La Cruz,475,1691,176,427,84,2,58,208,106,455,14,4,1.225,1.654,2.879,4,2021,2024,0.2595,2000
Bryan Holaday,303,733,72,173,35,2,10,79,42,158,1,3,2.779,3.3200000000000003,6.099,10,2012,2021,0.2367999999999999,1994
Bryan LaHair,195,535,66,139,26,1,21,56,61,182,4,3,1.026,1.304,2.33,3,2008,2012,0.2656666666666666,1988
Bryan Little,327,922,126,226,37,5,3,77,120,79,8,10,1.55,1.387,2.9370000000000003,5,1982,1986,0.2304,1962
Bryan Petersen,181,469,48,103,22,6,2,29,52,113,15,3,0.749,0.7270000000000001,1.476,3,2010,2012,0.181,1989
Bryan Ramos,32,99,13,20,4,0,3,11,7,22,0,2,0.252,0.333,0.585,1,2024,2024,0.202,2002
Bryan Reynolds,794,2973,432,822,157,26,122,411,308,732,38,11,2.061,2.75,4.811,6,2019,2024,0.2675,1999
Bryant Nelson,25,34,6,9,3,0,0,2,4,1,1,1,0.342,0.353,0.695,1,2002,2002,0.265,1980
Bryce Brentz,34,87,13,25,5,0,1,9,3,26,0,0,0.621,0.762,1.383,2,2014,2016,0.2935,1993
Bryce Harper,1653,5934,1082,1670,369,24,336,976,1035,1533,140,50,5.05,6.772,11.822,13,2012,2024,0.2814615384615384,1996
Bryce Johnson,88,124,17,22,3,0,1,9,12,34,4,1,0.673,0.605,1.278,3,2022,2024,0.16,2001
Bryson Stott,426,1518,201,388,70,6,36,168,128,282,75,10,0.939,1.133,2.072,3,2022,2024,0.253,2001
Bubba Crosby,205,250,32,54,5,2,4,20,10,51,9,2,0.841,1.011,1.852,4,2003,2006,0.17925,1982
Bubba Morton,451,928,117,248,37,8,14,128,111,143,7,7,2.292,2.335,4.627,7,1961,1969,0.25,1943
Bubba Phillips,1062,3278,348,835,135,8,62,356,182,314,25,11,3.007,3.562,6.569,10,1955,1964,0.2542,1937
Bubba Starling,91,245,31,50,8,0,5,17,13,83,2,0,0.474,0.554,1.028,2,2019,2020,0.192,1997
Bubba Thompson,109,241,33,56,10,1,1,13,11,83,27,5,0.65,0.762,1.412,3,2022,2024,0.182,2001
Bubba Trammell,584,1798,243,469,96,7,82,285,210,325,10,10,2.316,3.068,5.384,7,1997,2003,0.2532857142857143,1978
Bubber Jonnard,103,235,26,54,7,1,0,20,12,23,0,0,0.917,0.913,1.83,6,1920,1935,0.1245,1905
Bubbles Anderson,124,392,63,98,15,8,0,47,51,2,10,0,1.346,1.253,2.599,4,1922,1925,0.2445,1901
Bubbles Hargrave,853,2533,314,786,155,58,29,376,217,165,29,32,4.077,4.847,8.924,12,1913,1930,0.2905,1899
Buck Coats,46,57,4,11,5,0,1,3,4,23,1,0,0.7630000000000001,0.913,1.6760000000000002,3,2006,2008,0.1909999999999999,1985
Buck Crouse,471,1306,128,342,54,6,8,160,114,68,14,10,2.621,2.737,5.358,8,1923,1930,0.265,1904
Buck Etchison,119,327,32,72,19,0,8,35,35,52,1,0,0.673,0.818,1.491,2,1943,1944,0.265,1921
Buck Ewing,1395,5613,1172,1701,263,185,74,922,421,294,499.8,0,7.5375,8.376,15.903,21,1880,1929,0.2678571428571428,1882
Buck Fausett,13,31,2,3,0,1,0,1,1,2,0,0,0.125,0.161,0.286,1,1944,1944,0.097,1922
Buck Felder,34,86,15,11,4,0,1,5,14,1,3,0,0.509,0.414,0.923,2,1944,1945,0.1295,1922
Buck Freeman,1121,4190,587,1231,198,131,82,712,270,0,92,0,3.501,4.572,8.073,10,1898,1907,0.2855,1880
Buck Gladmon,101,380,35,56,10,6,2,22.5,15,32,15,0,0.534,0.449,1.191,3,1883,1886,0.098,1862
Buck Herzog,1495,5284,705,1370,191,75,20,445,427,307,312,229.66666666666669,4.274,4.251,8.525,13,1908,1920,0.2551538461538462,1892
Buck Hopkins,15,44,7,6,3,0,0,3,10,0,2,0,0.333,0.205,0.538,1,1907,1907,0.136,1885
Buck Jordan,811,2980,396,890,153,35,17,281,182,109,20,0,3.334,4.269,7.603,10,1927,1938,0.3023,1910
Buck Leonard,627,2239,557,772,150,52,98,564,418,14,33,0,6.297,8.17,14.467,14,1935,1948,0.3416428571428572,1919
Buck Martinez,1049,2743,245,618,128,10,58,321,230,419,5,10,4.78,5.45,10.23,17,1969,1986,0.2137647058823529,1955
Buck O'Neil,401,1450,231,376,56,25,12,186,128,0,58,6.666666666666666,3.1630000000000003,3.651,6.814,10,1937,1948,0.26,1920
Buck Redfern,107,307,22,67,6,3,0,38,15,22,9,3,0.451,0.41,0.861,2,1928,1929,0.182,1906
Buck Rodgers,932,3033,259,704,114,18,31,288,234,409,17,27,2.605,2.793,5.398,9,1961,1969,0.2338888888888889,1943
Buck Thrasher,30,106,9,27,4,2,0,6,5,13,0,0,0.627,0.734,1.3610000000000002,2,1916,1917,0.272,1894
Buck Weaver,1255,4809,623,1308,198,69,21,420,183,303,172,157.5,2.757,3.182,5.939,9,1912,1920,0.272,1894
Buck West,70,282,40,69,8,9,3,44,9,11,8,0,0.5389999999999999,0.7430000000000001,1.282,2,1884,1890,0.2445,1865
Bucky Dent,1392,4512,451,1114,169,23,40,423,328,348,17,29,3.645,3.814,7.459,12,1973,1984,0.25125,1956
Bucky Harris,1262,4736,722,1297,224,64,9,506,472,310,167,99.27272727272728,3.867,3.792,7.659,12,1919,1931,0.2399166666666666,1903
Bucky Jacobsen,42,160,17,44,9,0,9,28,14,47,0,0,0.335,0.5,0.835,1,2004,2004,0.275,1982
Bucky Walters,189,696,83,169,37,11,12,88,43,111,2,2,1.039,1.316,2.355,4,1931,1934,0.226,1910
Bud Barbee,89,318,41,83,10,4,2,35,30,0,4,3,0.957,0.977,1.934,3,1943,1948,0.253,1923
Bud Bulling,138,345,34,77,11,0,3,28,45,41,2,1,0.917,0.7789999999999999,1.696,4,1977,1983,0.156,1958
Bud Clancy,522,1796,204,504,69,26,12,198,111,106,19,20.57142857142857,2.881,2.925,5.806,9,1924,1934,0.2497777777777778,1907
Bud Connolly,43,107,12,28,7,1,0,21,23,9,0,3,0.392,0.346,0.738,1,1925,1925,0.262,1903
Bud Hafey,123,366,53,78,19,3,10,33,30,91,2,0,0.784,0.992,1.776,3,1935,1939,0.204,1915
Bud Harrelson,1533,4744,539,1120,136,45,7,267,633,653,127,60,5.129,4.509,9.638,16,1965,1980,0.2278125,1950
Bud Jones,13,30,3,7,3,1,0,5,3,0,1,0,0.957,0.414,1.371,2,1940,1941,0.1205,1918
Bud Metheny,376,1390,187,344,52,5,31,156,149,122,12,10,0.974,1.09,2.064,4,1943,1946,0.187,1922
Bud Sharpe,165,625,40,139,17,6,0,41,21,33,4,0,0.477,0.51,0.987,2,1905,1910,0.2095,1885
Bud Sheely,101,210,7,44,5,0,0,12,27,22,0,1,0.937,0.708,1.645,3,1951,1953,0.2123333333333333,1930
Bud Stewart,773,2041,288,547,96,32,32,260,252,157,29,29.57142857142857,3.07,3.174,6.244,9,1941,1954,0.2451111111111111,1925
Bud Weiser,41,74,7,12,3,0,0,9,7,15,2,4,0.536,0.5720000000000001,1.108,2,1915,1916,0.2204999999999999,1893
Bud Zipfel,118,354,38,78,11,6,10,39,32,92,2,3,0.569,0.741,1.31,2,1961,1962,0.2195,1939
Buddy Allen,10,36,7,12,1,0,0,5,1,0,0,0,0.368,0.361,0.729,1,1940,1940,0.333,1918
Buddy Armour,193,717,109,202,35,10,3,102,50,1,28,0,3.242,3.6,6.842,10,1933,1947,0.2696,1918
Buddy Bell,2405,8995,1151,2514,425,56,201,1106,836,776,55,79,6.039,7.136,13.175,18,1972,1989,0.2742222222222222,1958
Buddy Biancalana,311,550,70,113,16,7,6,30,41,157,8,7,1.849,2.808,4.657,6,1982,1987,0.2465,1962
Buddy Blair,137,484,48,135,26,8,5,66,30,30,1,6,0.325,0.397,0.722,1,1942,1942,0.279,1920
Buddy Blattner,272,713,112,176,34,8,16,84,102,96,18,0,1.5619999999999998,1.508,3.07,5,1942,1949,0.2012,1923
Buddy Booker,23,33,6,6,1,0,2,5,3,8,0,0,0.434,0.464,0.898,2,1966,1968,0.107,1945
Buddy Bradford,697,1605,224,363,50,8,52,175,185,411,36,24,3.26,3.755,7.015,11,1966,1976,0.2164545454545454,1949
Buddy Burbage,206,772,151,232,41,16,10,113,82,4,19,0,3.374,3.926,7.3,9,1929,1943,0.3118888888888889,1914
Buddy Gremp,113,291,19,65,14,0,3,31,18,24,1,0,0.7769999999999999,0.8160000000000001,1.593,3,1940,1942,0.2263333333333333,1919
Buddy Hassett,929,3517,469,1026,130,40,12,343,209,116,53,35,2.334,2.51,4.843999999999999,7,1936,1942,0.2898571428571428,1917
Buddy Hayes,47,111,7,29,5,2,1,13,12,4,0,0,0.999,1.115,2.114,3,1922,1924,0.239,1901
Buddy Hicks,26,47,5,10,2,0,0,5,3,2,0,1,0.26,0.255,0.515,1,1956,1956,0.213,1934
Buddy Kennedy,54,128,14,26,4,2,2,19,16,36,1,0,0.905,0.914,1.819,3,2022,2024,0.1913333333333333,2001
Buddy Kerr,1067,3631,376,903,145,25,31,333,324,280,38,0,2.806,2.86,5.666,9,1943,1951,0.2443333333333333,1925
Buddy Lewis,1348,5261,830,1563,249,93,71,607,573,303,83,59,3.823,4.311,8.134,11,1935,1949,0.2792727272727273,1920
Buddy Myer,1923,7038,1174,2131,353,130,38,850,965,428,156,109,6.486,6.577,13.063,17,1925,1941,0.2953529411764706,1911
Buddy Peterson,13,38,8,9,3,0,0,2,5,4,0,0,0.663,0.627,1.29,2,1955,1957,0.2309999999999999,1934
Buddy Rosar,988,3198,335,836,147,15,18,367,315,161,17,18,4.289,4.287,8.576,13,1939,1951,0.2593076923076923,1923
Buddy Ryan,166,571,79,161,18,10,1,63,41,13,21,0,0.675,0.7010000000000001,1.376,2,1912,1913,0.2835,1890
Bug Holliday,928,3648,728,1135,162,71,65,617,359,211,248,0,3.734,4.229,7.963,10,1889,1898,0.3055,1871
Bull Barbour,35,121,16,32,8,1,1,20,10,1,2,0,0.326,0.372,0.698,1,1922,1922,0.264,1900
Bull Smith,15,43,2,6,0,1,0,0,1,0,0,0,0.163,0.19,0.353,3,1904,1911,0.047666667,1885
Bullet Rogan,395,1289,264,425,67,38,32,256,154,3,82,0,3.1085714285714285,3.732,6.939428571428572,8,1920,1938,0.31275,1907
Bump Wills,831,3030,472,807,128,24,36,302,310,441,196,65,2.005,2.151,4.156,6,1977,1982,0.266,1957
Bunk Congalton,309,1163,115,337,27,13,6,128,57,0,31,0,1.319,1.361,2.68,4,1902,1907,0.2967499999999999,1882
Bunny Brief,184,569,61,127,25,9,5,59,58,95,17,24,1.315,1.347,2.662,4,1912,1917,0.2395,1892
Bunny Downs,130,478,53,112,10,9,1,42,35,0,11,0,1.298,1.324,2.622,5,1923,1929,0.216,1904
Bunny Fabrique,27,90,8,18,3,0,1,3,8,10,0,0,0.271,0.273,0.544,2,1916,1917,0.1025,1894
Bunny Madden,53,143,10,41,4,1,0,11,5,13,0,0,0.951,0.989,1.94,3,1909,1911,0.29,1888
Bunny Roser,32,113,13,27,3,4,0,16,10,19,2,1,0.306,0.336,0.642,1,1922,1922,0.239,1900
Burdell Young,126,477,69,126,16,10,6,49,37,0,12,0,1.052,1.204,2.256,4,1925,1928,0.224,1904
Burgess Whitehead,924,3316,415,883,100,31,17,245,150,138,51,0,2.662,2.847,5.509,9,1933,1946,0.2621111111111111,1917
Burt Shotton,1390,4945,746,1338,154,65,9,290,713,380,293,186,4.561,4.202,8.763,14,1909,1923,0.2419285714285714,1894
Bus Gordon,10,35,5,7,1,1,0,3,4,0,0,0,0.282,0.286,0.568,1,1920,1920,0.2,1898
Buster Adams,576,2003,282,532,96,12,50,249,234,281,12,0,1.696,1.885,3.581,6,1939,1947,0.209,1921
Buster Chatham,129,448,52,118,21,11,6,59,43,47,8,0,0.652,0.726,1.378,2,1930,1931,0.247,1908
Buster Haywood,137,368,29,83,7,4,0,43,39,2,6,0,2.265,2.004,4.269,8,1940,1948,0.2168749999999999,1922
Buster Maynard,224,616,68,136,14,5,14,66,46,53,6,0,1.094,1.233,2.327,4,1940,1946,0.18225,1921
Buster Mills,415,1379,200,396,62,19,14,163,131,137,23,29.4,2.499,2.684,5.183,7,1934,1946,0.2824285714285714,1918
Buster Posey,1371,4970,663,1500,293,9,158,729,540,721,23,9,4.196,5.116,9.312,12,2009,2021,0.2849166666666666,1993
Butch Benton,51,99,6,16,4,0,0,10,5,14,0,0,1.118,0.93,2.048,4,1978,1985,0.2175,1959
Butch Davis,233,720,106,201,33,22,10,102,34,83,38,7.875,2.117,2.967,5.084,9,1947,1994,0.2068888888888888,1948
Butch Henline,741,2101,258,611,96,21,40,268,192,156,18,15.714285714285715,3.461,3.762,7.223,11,1921,1931,0.2479090909090908,1904
