name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG
Adrian Brown,447,1134,166,293,44,8,11,86.0,109,161.0,45.0,15.0,2.636,2.652,5.288,9,1997,2006,0.23722222222222225
Adrian Cardenas,45,60,5,11,6,0,0,2.0,7,13.0,0.0,0.0,0.269,0.283,0.552,1,2012,2012,0.183
Adrian Del Castillo,25,80,12,25,5,0,4,19.0,7,28.0,1.0,1.0,0.368,0.525,0.893,1,2024,2024,0.313
Adrian Garrett,163,276,30,51,8,0,11,37.0,31,87.0,4.0,0.0,1.283,1.301,2.584,8,1966,1976,0.0905
Adrian Nieto,48,106,8,25,5,0,2,7.0,8,38.0,0.0,1.0,0.296,0.34,0.636,1,2014,2014,0.236
Adrián González,1929,7139,997,2050,437,12,317,1202.0,782,1401.0,6.0,7.0,5.131,6.9590000000000005,12.09,15,2004,2018,0.27666666666666667
Adrián Sanchez,106,195,22,51,11,1,0,16.0,6,47.0,0.0,2.0,1.142,1.251,2.393,4,2017,2021,0.25675000000000003
Adron Chambers,84,88,11,19,1,3,0,9.0,8,30.0,2.0,2.0,0.9159999999999999,1.113,2.029,3,2011,2013,0.25033333333333335
Agustin Bejerano,47,185,29,54,6,1,1,25.0,11,1.0,3.0,0.0,0.646,0.64,1.286,2,1928,1929,0.271
Agustin Parpetti,25,73,8,20,1,0,1,14.0,4,0.0,4.0,0.0,0.673,0.663,1.3359999999999999,2,1921,1923,0.286
Akil Baddoo,340,999,137,226,38,12,28,103.0,119,302.0,42.0,13.0,1.149,1.3780000000000001,2.527,4,2021,2024,0.20450000000000002
Akinori Iwamura,408,1545,222,413,74,22,16,117.0,183,330.0,32.0,16.0,1.3479999999999999,1.431,2.779,4,2007,2010,0.2555
Al Baird,50,107,9,27,1,0,0,9.0,7,11.0,5.0,0.0,0.6299999999999999,0.5449999999999999,1.175,2,1917,1919,0.26649999999999996
Al Bool,129,308,35,73,13,4,7,53.0,34,42.0,0.0,0.0,0.7450000000000001,0.792,1.5370000000000001,3,1928,1931,0.19666666666666668
Al Boucher,147,516,62,119,26,4,2,49.0,52,88.0,13.0,0.0,0.304,0.308,0.612,1,1914,1914,0.231
Al Brancato,282,930,117,199,37,11,4,80.0,96,92.0,5.0,6.0,1.018,1.04,2.058,4,1939,1945,0.18725
Al Bridwell,1253,4169,457,1064,95,32,2,348.0,557,98.0,136.0,0.0,3.731,3.222,6.953,11,1905,1915,0.252
Al Bumbry,1496,5053,778,1422,220,52,54,402.0,471,709.0,254.0,92.0,4.719,5.309,10.028,14,1972,1985,0.2779285714285714
Al Burch,614,2185,254,554,48,20,4,103.0,186,52.0,96.0,0.0,1.859,1.763,3.622,6,1906,1911,0.24983333333333335
Al Chambers,57,120,15,25,4,0,2,11.0,21,34.0,2.0,2.0,0.645,0.605,1.25,3,1983,1985,0.14433333333333334
Al Cihocki,92,283,21,60,9,3,0,24.0,11,48.0,2.0,1.0,0.241,0.265,0.506,1,1945,1945,0.212
Al Cowens,1584,5534,704,1494,276,68,108,717.0,389,659.0,120.0,75.0,4.027,4.973,9.0,13,1974,1986,0.2610769230769231
Al Cuccinello,54,165,27,41,7,1,4,20.0,1,20.0,0.0,0.0,0.262,0.376,0.638,1,1935,1935,0.248
Al Dwight,12,43,8,10,2,0,0,0.0,2,0.0,0.0,0.0,0.0,0.279,0.0,1,1884,1884,0.233
Al Evans,704,2053,188,514,70,23,13,211.0,243,206.0,14.0,9.0,3.974,3.677,7.651,12,1939,1951,0.24125
Al Federoff,76,235,14,56,4,2,0,14.0,16,13.0,1.0,0.0,0.294,0.277,0.571,2,1951,1952,0.121
Al Ferrara,574,1382,148,358,60,7,51,198.0,156,286.0,0.0,1.0,2.402,2.692,5.094,8,1963,1971,0.2195
Al Flair,10,30,3,6,2,1,0,2.0,1,1.0,1.0,1.0,0.226,0.333,0.559,1,1941,1941,0.2
Al Frazier,64,216,30,54,8,0,0,25.0,18,2.0,2.0,0.0,0.96,0.8460000000000001,1.806,3,1938,1940,0.24466666666666667
Al Gallagher,442,1264,114,333,42,9,11,130.0,138,164.0,7.0,6.0,1.335,1.321,2.6559999999999997,4,1970,1973,0.2595
Al Gionfriddo,228,580,95,154,22,12,2,58.0,91,39.0,15.0,0.0,1.35,1.105,2.455,4,1944,1947,0.22025
Al Glossop,309,952,99,199,29,2,15,86.0,89,105.0,5.0,0.0,1.357,1.166,2.523,5,1939,1946,0.162
Al Greene,29,59,9,8,1,0,3,6.0,10,15.0,0.0,1.0,0.257,0.305,0.562,1,1979,1979,0.136
Al Hall,70,314,31,80,7,3,0,14.0,3,13.0,0.0,0.0,0.0,0.426,0.0,2,1879,1880,0.1915
Al Halt,257,854,76,204,30,9,6,90.0,61,130.0,35.0,0.0,0.8460000000000001,0.8460000000000001,1.692,3,1914,1918,0.21933333333333335
Al Heist,177,495,63,126,20,6,8,46.0,52,72.0,6.0,4.0,0.9390000000000001,1.031,1.97,3,1960,1962,0.25066666666666665
Al Hermann,32,94,2,22,4,0,0,11.0,0,8.0,3.0,2.0,0.237,0.28,0.517,2,1923,1924,0.1185
Al Kaiser,155,481,58,104,15,7,3,38.0,34,82.0,16.0,0.0,0.5680000000000001,0.605,1.173,3,1911,1914,0.149
Al Kaline,2834,10116,1622,3007,498,75,399,1583.0,1277,1020.0,137.0,65.0,8.17,10.386,18.556,22,1953,1974,0.2938181818181818
Al Kozar,285,992,118,252,41,10,6,94.0,96,86.0,6.0,3.0,0.919,0.96,1.879,3,1948,1950,0.24466666666666667
Al Lakeman,239,646,40,131,17,5,15,66.0,36,137.0,0.0,0.0,1.712,1.733,3.445,9,1942,1954,0.14322222222222225
Al Libke,254,880,73,236,45,6,9,95.0,77,112.0,6.0,0.0,0.658,0.726,1.384,2,1945,1946,0.268
Al Lopez,1950,5916,613,1547,206,43,51,652.0,556,538.0,46.0,19.0,5.892,5.952,11.844,19,1928,1947,0.24826315789473688
Al Luplow,481,1243,147,292,34,6,33,125.0,127,213.0,8.0,11.0,1.749,1.8319999999999999,3.581,7,1961,1967,0.17957142857142858
Al Martin,1232,4242,664,1172,220,48,132,485.0,390,879.0,173.0,65.0,3.5300000000000002,4.699,8.229,11,1992,2003,0.2636363636363636
Al Maul,205,721,88,170,19,16,5,93.0,85,124.0,36.0,0.0,1.367,1.3860000000000001,2.753,4,1887,1891,0.244
Al McCauley,171,624,99,160,30,15,2,73.0,87,51.0,17.0,0.0,0.724,0.742,1.466,2,1890,1891,0.263
Al Montgomery,42,52,4,10,1,0,0,4.0,9,8.0,0.0,0.0,0.323,0.212,0.535,1,1941,1941,0.192
Al Moore,30,89,12,19,4,0,0,10.0,6,9.0,2.0,2.0,0.489,0.397,0.886,2,1925,1926,0.1735
Al Moran,135,353,28,69,5,2,1,27.0,38,62.0,3.0,7.0,0.554,0.457,1.0110000000000001,2,1963,1964,0.21000000000000002
Al Myers,833,3222,429,788,135,34,13,410.2857142857143,294,263.0,148.0,0.0,2.6064,2.667,5.1056,8,1884,1891,0.252375
Al Newman,854,2107,264,476,68,7,1,156.0,236,212.0,91.0,55.0,2.35,2.024,4.3740000000000006,8,1985,1992,0.21525
Al Nichols,63,231,21,42,4,1,0,9.0,2,5.0,0.0,0.0,0.0,0.514,0.0,2,1876,1877,0.195
Al Niehaus,68,211,23,58,18,2,0,21.0,14,15.0,1.0,4.0,0.326,0.379,0.705,1,1925,1925,0.275
Al Niemiec,78,235,24,47,3,2,1,23.0,29,20.0,2.0,2.0,0.577,0.46499999999999997,1.042,2,1934,1936,0.20800000000000002
Al Nixon,422,1345,180,372,60,13,7,118.0,66,77.0,19.0,27.0,3.596,3.785,7.381,9,1915,1928,0.3668888888888889
Al Oliver,2368,9049,1189,2743,529,77,219,1326.0,535,756.0,84.0,64.0,5.95,7.718,13.668,18,1968,1985,0.2920555555555555
Al Orth,23,34,3,9,0,1,0,5.0,5,0.0,1.0,0.0,0.359,0.324,0.683,1,1909,1909,0.265
Al Pardo,53,129,6,17,2,0,1,4.0,3,31.0,0.0,0.0,0.30400000000000005,0.363,0.667,4,1985,1989,0.0675
Al Pedrique,174,449,32,111,18,1,1,36.0,29,61.0,5.0,4.0,0.808,0.818,1.626,3,1987,1989,0.22566666666666668
Al Pilarcik,668,1614,205,413,66,7,22,143.0,185,150.0,41.0,18.0,1.955,2.012,3.967,6,1956,1961,0.24833333333333332
Al Rosen,1044,3725,603,1063,165,20,192,717.0,587,385.0,39.0,33.0,3.279,3.979,7.258,10,1947,1956,0.24710000000000001
Al Rubeling,253,747,94,186,31,12,8,79.0,77,95.0,8.0,10.0,1.28,1.341,2.621,4,1940,1944,0.25375000000000003
Al Sauter,14,41,1,4,0,0,0,0.0,11,0.0,0.0,0.0,0.288,0.098,0.386,1,1890,1890,0.098
Al Scheer,281,931,141,262,48,20,5,105.0,116,81.0,41.0,0.0,1.041,1.029,2.07,3,1913,1915,0.26666666666666666
Al Schellhase,16,49,5,7,0,0,0,2.0,2,12.0,3.0,0.0,0.357,0.28800000000000003,0.645,2,1890,1891,0.14400000000000002
Al Schweitzer,284,874,97,208,28,8,3,87.0,104,0.0,47.0,0.0,1.313,1.182,2.495,4,1908,1911,0.24
Al Shaw,654,2006,266,526,83,31,15,202.0,208,104.0,70.0,0.0,2.709,2.596,5.305,9,1901,1915,0.22644444444444448
Al Simmons,2215,8759,1507,2927,539,149,307,1827.0,615,737.0,88.0,67.36842105263158,7.35,9.938,17.288,20,1924,1944,0.3249
Al Smith,1557,5499,866,1500,263,51,168,701.0,687,769.0,70.0,49.61538461538461,5.298,6.323,11.621,15,1946,1964,0.27226666666666666
Al Spalding,61,258,29,67,7,6,0,35.0,3,16.0,0.0,0.0,0.0,0.831,0.0,2,1877,1878,0.378
Al Spangler,912,2267,307,594,87,26,21,175.0,295,234.0,37.0,32.0,5.02,5.11,10.129999999999999,13,1959,1971,0.3034615384615385
Al Spohrer,757,2218,213,575,103,25,6,199.0,124,166.0,13.0,0.0,2.35,2.587,4.937,8,1928,1935,0.253375
Al Stokes,47,138,14,25,3,4,0,7.0,12,36.0,0.0,0.0,0.502,0.517,1.0190000000000001,2,1925,1926,0.1875
Al Todd,863,2785,286,768,119,29,35,366.0,104,243.0,18.0,0.0,3.029,3.569,6.598,11,1932,1943,0.24736363636363637
Al Unser,120,338,41,85,15,4,4,30.0,32,43.0,0.0,1.3333333333333333,1.2570000000000001,1.379,2.636,4,1942,1945,0.252
Al Vancamp,140,444,44,116,20,6,0,41.0,24,42.0,4.0,2.0,0.806,0.941,1.747,3,1928,1932,0.24433333333333332
Al Weis,800,1578,195,346,45,11,7,115.0,117,299.0,55.0,22.0,2.655,2.363,5.018,10,1962,1971,0.1891
Al Wickland,445,1468,212,397,58,38,12,144.0,207,184.0,58.0,0.0,1.587,1.7570000000000001,3.3440000000000003,5,1913,1919,0.2392
Al Wingo,493,1326,224,409,87,19,9,191.0,211,119.0,23.0,26.4,2.309,2.421,4.73,6,1919,1928,0.29383333333333334
Al Woods,618,1986,233,538,98,14,35,196.0,167,180.0,23.0,24.0,2.283,2.834,5.117,7,1977,1986,0.27214285714285713
Al Yates,24,47,5,13,2,0,1,4.0,3,7.0,1.0,0.0,0.308,0.383,0.691,1,1971,1971,0.277
Al Zarilla,1120,3535,507,975,186,43,61,456.0,415,382.0,33.0,33.0,3.497,3.799,7.296,10,1943,1953,0.26430000000000003
Alan Ashby,1370,4123,397,1010,183,13,90,513.0,461,622.0,7.0,10.0,5.249,5.805,11.054,17,1973,1989,0.2325294117647059
Alan Bannister,972,3007,430,811,143,28,19,288.0,292,318.0,108.0,37.0,3.864,3.947,7.811,12,1974,1985,0.25283333333333335
Alan Knicely,228,521,48,111,17,0,12,61.0,68,128.0,1.0,4.0,2.2640000000000002,2.787,5.051,8,1979,1986,0.19475
Alan Storke,266,863,68,225,22,11,2,74.0,45,0.0,17.0,0.0,1.204,1.29,2.4939999999999998,4,1906,1909,0.25775000000000003
Alan Strange,314,947,93,211,39,7,1,89.0,109,54.0,6.0,3.0,1.535,1.428,2.963,5,1934,1942,0.22800000000000004
Alan Trammell,2293,8288,1231,2365,412,55,185,1003.0,850,874.0,236.0,109.0,6.857,7.878,14.735,20,1977,1996,0.27680000000000005
Alan Trejo,174,434,50,99,19,0,9,47.0,26,112.0,6.0,3.0,1.042,1.236,2.278,4,2021,2024,0.21575
Alan Wiggins,631,2247,346,581,61,19,5,118.0,235,193.0,242.0,68.0,2.33,2.172,4.502,7,1981,1987,0.27
Alan Zinter,67,78,7,13,4,0,3,9.0,5,34.0,0.0,0.0,0.436,0.671,1.107,2,2002,2004,0.17099999999999999
Albert Almora,600,1491,189,386,76,5,33,163.0,86,290.0,7.0,6.0,1.935,2.3810000000000002,4.316,7,2016,2022,0.22885714285714284
Albert Belle,1539,5853,974,1726,389,21,381,1239.0,683,961.0,88.0,41.0,4.212,6.455,10.667,12,1989,2000,0.283
Albert DeVormer,196,477,50,123,20,5,2,57.0,20,46.0,7.0,0.0,1.447,1.749,3.196,5,1918,1927,0.2638
Albert Hall,375,805,125,202,37,8,5,53.0,89,115.0,67.0,29.0,2.37,1.822,4.192,9,1981,1989,0.15144444444444444
Albert Pujols,3080,11421,1914,3384,686,16,703,2218.0,1373,1404.0,117.0,43.0,8.032,11.752,19.784,22,2001,2022,0.29104545454545455
Alberto Callaspo,1093,3556,391,941,170,14,52,369.0,350,365.0,22.0,14.0,3.217,3.456,6.673,10,2006,2015,0.2579
Alberto Castillo,418,1026,98,226,39,2,12,101.0,103,219.0,3.0,6.0,3.279,3.5540000000000003,6.833,12,1995,2007,0.21008333333333332
Alberto Gonzalez,426,950,97,227,46,7,4,91.0,45,130.0,2.0,5.0,1.741,1.968,3.709,7,2007,2013,0.21271428571428572
Alberto Hernandez,27,102,11,26,7,0,0,9.0,5,0.0,1.0,0.0,0.309,0.324,0.633,1,1941,1941,0.255
Alberto Rosario,23,41,3,7,2,0,0,2.0,2,6.0,0.0,0.0,0.225,0.237,0.462,2,2016,2017,0.092
Albie Pearson,988,3077,485,831,130,24,28,214.0,477,195.0,77.0,33.0,2.893,2.711,5.604,9,1958,1966,0.2321111111111111
Alcides Escobar,1554,5750,670,1486,249,58,45,478.0,253,864.0,178.0,45.0,4.054,4.63,8.684,13,2008,2022,0.2776923076923077
Alec Bohm,599,2238,285,620,125,5,59,336.0,160,437.0,16.0,7.0,1.679,2.106,3.785,5,2020,2024,0.2838
Alec Burleson,275,910,109,233,41,1,30,117.0,63,130.0,13.0,5.0,0.878,1.081,1.959,3,2022,2024,0.2336666666666667
Aleck Smith,286,955,107,252,30,11,1,130.0,26,0.0,37.0,0.0,2.416,2.51,4.926,9,1897,1906,0.24222222222222223
Aledmys Díaz,705,2327,291,602,140,5,78,294.0,156,394.0,15.0,11.0,2.574,3.541,6.115,9,2016,2024,0.23955555555555558
Alejandro Crespo,57,225,40,69,11,5,5,39.0,18,1.0,2.0,0.0,0.7190000000000001,0.9390000000000001,1.658,2,1940,1946,0.309
Alejandro De Aza,838,2575,367,669,131,33,51,258.0,225,622.0,91.0,44.0,3.209,3.8,7.009,10,2007,2017,0.25660000000000005
Alejandro Freire,25,65,7,16,3,0,1,4.0,6,17.0,0.0,0.0,0.319,0.338,0.657,1,2005,2005,0.246
Alejandro Kirk,434,1371,139,362,64,1,36,187.0,160,180.0,0.0,0.0,1.7530000000000001,2.151,3.904,5,2020,2024,0.281
Alejandro Oms,275,1036,206,341,69,18,31,215.0,128,4.0,32.0,0.0,2.826,3.624,6.45,7,1923,1935,0.32885714285714285
Alejandro Sanchez,109,214,28,49,7,3,8,21.0,1,66.0,4.0,5.0,1.1909999999999998,1.9,3.091,6,1982,1987,0.18999999999999997
Alejo Lopez,76,170,19,45,6,1,1,11.0,9,27.0,3.0,1.0,1.075,1.592,2.667,3,2021,2023,0.341
Alek Thomas,277,850,109,192,39,7,20,95.0,48,177.0,17.0,5.0,0.793,1.076,1.869,3,2022,2024,0.21666666666666667
Alen Hanson,261,585,82,136,27,8,12,55.0,26,145.0,21.0,7.0,1.038,1.192,2.23,4,2016,2019,0.2155
Alex Arias,775,1773,203,470,84,6,18,196.0,181,211.0,10.0,5.0,3.48,3.41,6.89,11,1992,2002,0.23663636363636364
Alex Avila,1052,3060,352,714,155,9,105,397.0,528,1068.0,8.0,8.0,4.513,5.021,9.534,13,2009,2021,0.2234615384615385
Alex Blandino,135,234,29,53,9,0,2,16.0,31,83.0,1.0,0.0,1.061,0.907,1.968,3,2018,2021,0.228
Alex Bregman,1111,4157,694,1132,265,18,191,663.0,576,646.0,42.0,14.0,3.231,4.298,7.529,9,2016,2024,0.26922222222222225
Alex Cabrera,31,80,10,21,2,1,5,14.0,4,21.0,0.0,0.0,0.299,0.5,0.799,1,2000,2000,0.263
Alex Call,205,588,76,136,26,2,16,65.0,80,127.0,17.0,12.0,1.068,1.244,2.312,3,2022,2024,0.26
Alex Castellanos,24,41,5,7,1,1,2,4.0,0,13.0,0.0,0.0,0.367,0.78,1.147,2,2012,2013,0.17049999999999998
Alex Cintron,680,2056,244,565,104,21,33,222.0,112,230.0,18.0,14.0,2.621,3.2849999999999997,5.906,9,2001,2009,0.24911111111111112
Alex Clark,12,40,3,6,0,0,1,3.0,2,0.0,1.0,0.0,0.227,0.225,0.452,1,1931,1931,0.15
Alex Cole,573,1760,286,493,58,26,5,117.0,217,296.0,148.0,59.0,2.502,2.521,5.023,7,1990,1996,0.28085714285714286
Alex Cora,1273,3408,360,828,140,39,35,286.0,248,423.0,47.0,21.0,4.126,4.426,8.552,14,1998,2011,0.22985714285714284
Alex Crumbley,13,48,8,14,1,1,1,6.0,3,0.0,1.0,0.0,0.6990000000000001,0.9239999999999999,1.623,2,1937,1938,0.311
Alex Diaz,366,816,102,195,31,7,8,75.0,33,107.0,41.0,25.0,1.936,2.279,4.215,8,1992,1999,0.217625
Alex Dickerson,339,902,136,230,49,8,40,132.0,81,204.0,7.0,2.0,1.784,2.402,4.186,6,2015,2022,0.23916666666666667
Alex Escobar,125,388,53,100,14,4,13,52.0,41,112.0,5.0,1.0,1.2810000000000001,1.728,3.009,4,2001,2006,0.26
Alex Farmer,12,30,1,5,1,0,0,2.0,1,0.0,0.0,0.0,0.194,0.2,0.394,1,1908,1908,0.167
Alex Gaston,215,514,58,112,13,6,3,40.0,29,56.0,5.0,0.0,1.404,1.601,3.005,6,1920,1929,0.19516666666666668
Alex Gonzalez,3005,10753,1290,2627,606,58,294,1226.0,692,2333.0,127.0,70.0,8.259,10.632,18.891,29,1994,2014,0.23099999999999998
Alex Gordon,1753,6391,867,1643,357,26,190,749.0,684,1535.0,113.0,45.0,4.676,5.587,10.263,14,2007,2020,0.25007142857142856
Alex Grammas,913,2073,236,512,90,10,12,163.0,206,193.0,17.0,14.0,3.007,2.974,5.981,10,1954,1963,0.2384
Alex Guerrero,117,232,25,52,9,1,11,36.0,7,63.0,1.0,0.0,0.338,0.511,0.849,2,2014,2015,0.155
Alex Herman,22,66,11,17,1,1,1,8.0,2,0.0,5.0,0.0,0.279,0.348,0.627,1,1932,1932,0.258
Alex Hernandez,27,71,4,13,3,0,1,5.0,0,15.0,1.0,1.0,0.29100000000000004,0.391,0.6819999999999999,2,2000,2001,0.14550000000000002
Alex Hooks,15,44,4,10,3,0,0,4.0,3,10.0,0.0,0.0,0.277,0.295,0.572,1,1935,1935,0.227
Alex Jackson,124,302,30,40,12,0,6,24.0,26,142.0,1.0,0.0,1.1219999999999999,1.153,2.275,5,2019,2024,0.15899999999999997
Alex Johnson,1322,4623,550,1331,180,33,78,525.0,244,626.0,113.0,63.0,4.085,4.944,9.029,13,1964,1976,0.27415384615384614
Alex Kampouris,708,2182,272,531,94,20,45,284.0,244,360.0,22.0,9.0,2.92,3.3899999999999997,6.3100000000000005,9,1934,1943,0.24366666666666667
Alex Kirilloff,249,799,92,198,40,5,27,116.0,62,215.0,2.0,1.0,1.2069999999999999,1.613,2.8200000000000003,4,2021,2024,0.243
Alex Liddi,61,173,15,36,8,1,6,16.0,13,73.0,3.0,1.0,0.684,0.996,1.68,3,2011,2013,0.16933333333333334
Alex McCarthy,432,1335,136,306,34,11,5,122.0,104,123.0,23.0,40.0,2.107,2.172,4.279,8,1910,1917,0.203625
Alex McFarlan,14,42,2,7,0,0,0,1.0,8,11.0,1.0,0.0,0.3,0.167,0.467,1,1892,1892,0.167
Alex McKinnon,386,1572,209,465,82,30,13,219.0,45,125.0,32.0,0.0,1.46,1.676,3.36,4,1884,1887,0.30175
Alex Metzler,560,1968,290,561,85,41,9,207.0,260,144.0,46.0,27.0,2.041,2.045,4.086,6,1925,1930,0.2595
Alex Ochoa,807,2143,320,597,131,19,46,261.0,203,288.0,56.0,38.0,2.734,3.311,6.045,8,1995,2002,0.280625
Alex Presley,450,1401,157,369,50,19,29,111.0,81,282.0,30.0,18.0,2.435,2.848,5.283,8,2010,2017,0.25975
Alex Prieto,24,43,5,9,1,0,1,4.0,3,13.0,0.0,1.0,0.397,0.46599999999999997,0.863,2,2003,2004,0.17049999999999998
Alex Radcliff,422,1676,242,496,94,30,20,245.0,106,15.0,30.0,3.4000000000000004,5.649,6.418,12.067,17,1926,1946,0.27405882352941174
Alex Ramirez,135,332,38,86,17,3,12,48.0,15,78.0,3.0,1.0,0.737,1.031,1.768,3,1998,2000,0.22366666666666668
Alex Rios,1691,6419,885,1778,374,63,169,794.0,400,1117.0,253.0,77.0,3.835,5.154,8.989,12,2004,2015,0.2760833333333333
Alex Rodriguez,2784,10566,2021,3115,548,31,696,2086.0,1338,2287.0,329.0,76.0,8.004,11.388,19.392,22,1994,2016,0.2832727272727273
Alex Romero,144,280,27,67,14,4,2,30.0,14,43.0,6.0,0.0,0.556,0.679,1.2349999999999999,2,2008,2009,0.239
Alex Sanchez,427,1527,193,452,56,21,6,111.0,76,233.0,122.0,58.0,1.61,1.8479999999999999,3.458,5,2001,2005,0.28559999999999997
Alex Taveras,35,53,4,11,1,0,0,4.0,2,3.0,1.0,2.0,0.583,0.884,1.467,3,1976,1983,0.18333333333333335
Alex Trevino,939,2429,245,604,117,10,23,244.0,205,317.0,19.0,11.0,4.029,4.319,8.347999999999999,13,1978,1990,0.247
Alex Verdugo,800,2886,409,784,180,11,70,316.0,240,480.0,22.0,11.0,2.572,3.242,5.814,8,2017,2024,0.26275
Alex D. Mejia,29,46,6,5,0,0,1,3.0,2,13.0,0.0,0.0,0.146,0.174,0.32,1,2017,2017,0.109
Alexander Canario,21,42,5,12,2,1,2,8.0,2,19.0,1.0,0.0,0.651,1.087,1.738,2,2023,2024,0.28700000000000003
Alexei Ramirez,1371,5134,601,1387,249,17,115,590.0,263,650.0,143.0,63.0,2.758,3.536,6.294,9,2008,2016,0.27
Alexi Amarista,702,1750,171,404,67,16,21,169.0,109,295.0,39.0,10.0,1.853,2.195,4.048,7,2011,2017,0.224
Alexi Casilla,578,1696,225,419,76,15,12,157.0,130,246.0,80.0,11.0,2.572,2.521,5.093,9,2006,2014,0.2162222222222222
Alexis Gomez,89,158,20,41,6,2,1,11.0,10,33.0,4.0,0.0,1.119,1.086,2.205,4,2002,2006,0.234
Alexis Infante,60,55,11,6,1,0,0,0.0,2,12.0,1.0,0.0,0.53,0.438,0.968,4,1987,1990,0.10075
Alf Anderson,126,390,56,93,11,3,1,17.0,33,49.0,6.0,0.0,1.107,0.585,1.6920000000000002,3,1941,1946,0.162
Alfonso Rivas,167,404,42,98,16,3,7,43.0,42,139.0,7.0,1.0,1.013,1.138,2.151,3,2021,2023,0.26066666666666666
Alfonso Soriano,1975,7750,1152,2095,481,31,412,1159.0,496,1803.0,289.0,84.0,4.742,7.755,12.497,16,1999,2014,0.253
Alfred Saylor,16,44,5,16,0,0,0,8.0,4,0.0,0.0,0.0,0.417,0.364,0.781,1,1941,1941,0.364
Alfredo Amezaga,584,1408,173,348,47,19,12,110.0,112,223.0,49.0,26.0,2.7960000000000003,2.952,5.748,9,2002,2011,0.25133333333333335
Alfredo Griffin,1962,6780,759,1688,245,78,24,527.0,338,664.0,192.0,134.0,5.304,5.785,11.089,18,1976,1993,0.25216666666666665
Alfredo Marte,71,155,12,28,8,1,2,13.0,11,47.0,1.0,0.0,0.992,0.881,1.873,3,2013,2015,0.22966666666666669
Algie McBride,403,1589,258,464,60,26,12,179.0,132,3.0,36.0,0.0,1.829,2.005,3.834,5,1896,1901,0.2862
Ali Sánchez,38,97,5,17,4,0,0,4.0,5,27.0,2.0,1.0,0.911,1.301,2.2119999999999997,3,2020,2024,0.25933333333333336
Alika Williams,83,188,20,38,9,2,0,11.0,12,57.0,1.0,0.0,0.512,0.5469999999999999,1.0590000000000002,2,2023,2024,0.2025
Allan Dykstra,13,31,3,4,0,0,1,4.0,6,12.0,0.0,0.0,0.289,0.226,0.515,1,2015,2015,0.129
Allen Battle,108,248,33,57,8,0,1,7.0,32,52.0,13.0,5.0,0.651,0.552,1.203,2,1995,1996,0.2315
Allen Craig,534,1831,239,506,107,3,59,296.0,143,394.0,11.0,3.0,1.905,2.464,4.369,6,2010,2015,0.25833333333333336
Allen Córdoba,100,202,17,42,2,2,4,15.0,18,54.0,2.0,2.0,0.282,0.297,0.579,1,2017,2017,0.208
Allen Elliott,63,182,21,44,8,2,2,29.0,2,13.0,3.0,3.0,0.41000000000000003,0.5,0.9099999999999999,2,1923,1924,0.1965
Allie Clark,358,1021,131,267,48,4,32,149.0,72,70.0,2.0,5.0,2.108,2.779,4.8870000000000005,7,1947,1953,0.2541428571428571
Allie Strobel,105,336,29,66,10,3,1,26.0,29,0.0,2.0,0.0,0.378,0.367,0.745,2,1905,1906,0.1535
Alonzo Powell,71,152,19,32,9,1,3,16.0,16,41.0,0.0,2.0,0.571,0.637,1.2080000000000002,2,1987,1991,0.20550000000000002
Alphonse Dunn,67,219,33,57,5,4,1,26.0,29,0.0,5.0,0.0,1.085,0.996,2.081,3,1937,1943,0.264
Alphonso Gerard,50,170,24,43,9,1,0,16.0,18,0.0,1.0,0.0,1.916,2.854,4.7700000000000005,4,1945,1948,0.439
Alta Cohen,29,67,8,13,2,0,0,2.0,9,11.0,0.0,0.0,1.2120000000000002,1.074,2.286,3,1931,1933,0.337
Alva Williams,499,1186,111,314,51,23,2,145.0,95,80.0,27.0,17.5,2.315,2.513,4.828,7,1911,1918,0.26685714285714285
Alvaro Espinoza,942,2478,252,630,105,9,22,201.0,76,324.0,13.0,19.0,2.698,3.132,5.83,12,1984,1997,0.20466666666666666
Alvin Dark,1828,7219,1064,2089,358,72,126,757.0,430,534.0,59.0,37.8,4.553,5.753,10.306000000000001,14,1946,1960,0.284
Alvin Davis,1206,4240,568,1189,220,10,160,683.0,685,558.0,7.0,16.0,3.368,3.9290000000000003,7.297,9,1984,1992,0.2767777777777778
Amado Samuel,144,368,23,79,18,0,3,25.0,16,82.0,0.0,4.0,0.688,0.814,1.502,3,1962,1964,0.20466666666666666
Ambrose McGann,20,73,9,21,5,2,0,9.0,8,6.0,6.0,0.0,0.358,0.411,0.769,1,1895,1895,0.288
Ambrose Reid,429,1571,226,403,47,13,5,181.0,119,2.0,20.0,0.0,2.538,2.577,5.115,9,1921,1932,0.2361111111111111
Amby McConnell,408,1506,202,398,30,22,3,119.0,107,0.0,72.0,0.0,1.292,1.268,2.56,4,1908,1911,0.26225
Ameal Brooks,208,647,107,165,27,10,14,95.0,70,9.0,9.0,0.0,4.445,5.289,9.734,14,1929,1947,0.25257142857142856
Amed Rosario,942,3507,449,958,157,46,63,366.0,161,729.0,109.0,36.0,2.4050000000000002,3.148,5.553,8,2017,2024,0.268875
Amos Booth,110,438,47,98,5,1,0,36.0,21,21.0,0.0,0.0,0.0,0.46900000000000003,0.0,4,1876,1882,0.10825
